Attributes,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Symbols,IBM,SNE,IBM,SNE,IBM,SNE,IBM,SNE,IBM,SNE,IBM,SNE
Date,,,,,,,,,,,,
2019-01-07,110.10086059570312,49.354454040527344,118.1500015258789,49.720001220703125,118.83000183105469,50.310001373291016,116.66999816894531,49.43000030517578,117.5,49.459999084472656,3751200.0,674000.0
2019-01-08,111.6664047241211,49.52320098876953,119.83000183105469,49.88999938964844,120.56999969482422,50.2599983215332,118.9800033569336,49.40999984741211,119.66000366210938,50.150001525878906,4763600.0,1033000.0
2019-01-09,112.46781921386719,49.56290817260742,120.69000244140625,49.93000030517578,121.4000015258789,50.130001068115234,119.87000274658203,49.31999969482422,120.91000366210938,49.810001373291016,3633700.0,658900.0
2019-01-10,113.49288177490234,48.739009857177734,121.79000091552734,49.099998474121094,121.86000061035156,49.119998931884766,119.94999694824219,48.5,120.08000183105469,48.68000030517578,3910000.0,1067000.0
2019-01-11,113.18537139892578,48.61989212036133,121.45999908447266,48.97999954223633,121.62000274658203,49.08000183105469,120.19999694824219,48.77000045776367,121.58000183105469,48.880001068115234,3722400.0,591000.0
2019-01-14,112.1882553100586,48.06400680541992,120.38999938964844,48.41999816894531,120.6500015258789,48.7400016784668,119.76000213623047,48.29999923706055,120.51000213623047,48.70000076293945,5228700.0,735900.0
2019-01-15,113.43697357177734,49.473567962646484,121.7300033569336,49.84000015258789,121.93000030517578,50.130001068115234,120.81999969482422,49.599998474121094,120.95999908447266,49.63999938964844,3507500.0,985800.0
2019-01-16,113.33446502685547,49.245262145996094,121.62000274658203,49.61000061035156,122.0,49.91999816894531,120.83000183105469,49.47999954223633,121.58000183105469,49.58000183105469,3841100.0,880800.0
2019-01-17,113.86563873291016,49.14599609375,122.19000244140625,49.5099983215332,122.41000366210938,49.7599983215332,120.55000305175781,48.86000061035156,120.55999755859375,49.029998779296875,5029900.0,708700.0
2019-01-18,115.38458251953125,49.811073303222656,123.81999969482422,50.18000030517578,124.72000122070312,50.36000061035156,122.70999908447266,49.790000915527344,123.2699966430664,50.11000061035156,6008500.0,889400.0
2019-01-22,114.17314147949219,48.113643646240234,122.5199966430664,48.470001220703125,123.80000305175781,49.150001525878906,121.54000091552734,48.18000030517578,123.30000305175781,49.040000915527344,10052400.0,901800.0
2019-01-23,123.83668518066406,48.10371780395508,132.88999938964844,48.459999084472656,135.0,49.119998931884766,130.30999755859375,48.09000015258789,131.3699951171875,49.02000045776367,22063700.0,803200.0
2019-01-24,123.5011978149414,48.01437759399414,132.52999877929688,48.369998931884766,133.2100067138672,48.40999984741211,131.42999267578125,47.97999954223633,132.6300048828125,48.13999938964844,6322900.0,886900.0
2019-01-25,124.84309387207031,48.40150833129883,133.97000122070312,48.7599983215332,134.44000244140625,49.0099983215332,132.42999267578125,48.65999984741211,132.8699951171875,48.93000030517578,5707400.0,782200.0
2019-01-28,125.12267303466797,48.47100067138672,134.27000427246094,48.83000183105469,134.80999755859375,48.93000030517578,132.5800018310547,48.20000076293945,133.10000610351562,48.52000045776367,5357700.0,743800.0
2019-01-29,125.17855834960938,48.42136001586914,134.3300018310547,48.779998779296875,135.41000366210938,49.11000061035156,133.60000610351562,48.630001068115234,134.2899932861328,49.040000915527344,5037100.0,674200.0
2019-01-30,125.22516632080078,48.83827590942383,134.3800048828125,49.20000076293945,135.02999877929688,49.2599983215332,133.25,48.310001373291016,134.0,48.779998779296875,4500900.0,922100.0
2019-01-31,125.26243591308594,49.75151062011719,134.4199981689453,50.119998931884766,134.72000122070312,50.540000915527344,133.74000549316406,49.689998626708984,134.4499969482422,50.040000915527344,4884000.0,1583600.0
2019-02-01,124.9642562866211,45.810699462890625,134.10000610351562,46.150001525878906,135.1999969482422,50.040000915527344,133.35000610351562,45.119998931884766,134.97000122070312,50.0,3806000.0,6962800.0
2019-02-04,125.97998809814453,45.94967269897461,135.19000244140625,46.290000915527344,135.1999969482422,46.41999816894531,132.99000549316406,45.810001373291016,134.02000427246094,45.88999938964844,3966600.0,1977200.0
2019-02-05,126.3154525756836,45.52283477783203,135.5500030517578,45.86000061035156,135.82000732421875,46.220001220703125,134.9199981689453,45.7599983215332,135.27999877929688,46.20000076293945,5398900.0,1609500.0
2019-02-06,127.03299713134766,43.89488983154297,136.32000732421875,44.220001220703125,136.64999389648438,44.66999816894531,135.1699981689453,43.97999954223633,135.22000122070312,44.4900016784668,4879700.0,2822500.0
2019-02-07,125.56234741210938,42.7434196472168,133.19000244140625,43.060001373291016,134.47000122070312,43.150001525878906,132.1199951171875,42.43000030517578,133.5500030517578,42.93000030517578,4379400.0,3049100.0
2019-02-08,126.05256652832031,43.96437454223633,133.7100067138672,44.290000915527344,133.7100067138672,44.5,132.19000244140625,43.66999816894531,132.33999633789062,44.400001525878906,3249800.0,2078500.0
2019-02-11,126.31653594970703,44.262168884277344,133.99000549316406,44.59000015258789,135.14999389648438,44.709999084472656,133.91000366210938,44.20000076293945,134.2899932861328,44.5099983215332,3095100.0,2044900.0
2019-02-12,128.25856018066406,43.954444885253906,136.0500030517578,44.279998779296875,136.1999969482422,44.4900016784668,134.86000061035156,44.029998779296875,135.14999389648438,44.029998779296875,3317200.0,1154100.0
2019-02-13,129.6443634033203,44.72871398925781,137.52000427246094,45.060001373291016,137.9199981689453,45.34000015258789,136.41000366210938,44.47999954223633,136.9199981689453,44.529998779296875,4253000.0,1470200.0
2019-02-14,128.66392517089844,44.788272857666016,136.47999572753906,45.119998931884766,137.60000610351562,45.40999984741211,136.2100067138672,44.939998626708984,137.1699981689453,45.0,2789400.0,730100.0
2019-02-15,130.1251678466797,45.453346252441406,138.02999877929688,45.790000915527344,138.19000244140625,46.04999923706055,137.38999938964844,45.52000045776367,137.5800018310547,45.54999923706055,3844100.0,1445400.0
2019-02-19,130.7567901611328,45.88018798828125,138.6999969482422,46.220001220703125,138.6999969482422,46.4900016784668,137.36000061035156,46.119998931884766,137.80999755859375,46.220001220703125,3385700.0,1662900.0
2019-02-20,130.09689331054688,46.53533172607422,138.0,46.880001068115234,139.24000549316406,47.5,137.22000122070312,46.650001525878906,138.75999450683594,47.45000076293945,3802000.0,2226800.0
2019-02-21,129.94602966308594,47.28974533081055,137.83999633789062,47.63999938964844,138.35000610351562,48.04999923706055,137.35000610351562,47.439998626708984,137.82000732421875,47.849998474121094,2937300.0,2215000.0
2019-02-22,131.2753143310547,47.537906646728516,139.25,47.88999938964844,139.3800048828125,48.150001525878906,138.42999267578125,47.779998779296875,138.72999572753906,47.900001525878906,3113700.0,1189600.0
2019-02-25,131.4732666015625,48.10371780395508,139.4600067138672,48.459999084472656,140.47000122070312,48.7400016784668,139.32000732421875,48.38999938964844,140.0,48.54999923706055,3194200.0,996800.0
2019-02-26,131.7183837890625,47.83570098876953,139.72000122070312,48.189998626708984,140.49000549316406,48.36000061035156,139.47000122070312,47.97999954223633,139.6699981689453,48.16999816894531,3060400.0,1305700.0
2019-02-27,131.1998748779297,48.073936462402344,139.1699981689453,48.43000030517578,139.57000732421875,48.47999954223633,138.39999389648438,48.13999938964844,139.25,48.36000061035156,2530900.0,866400.0
2019-02-28,130.2194366455078,47.63717269897461,138.1300048828125,47.9900016784668,139.05999755859375,48.2400016784668,137.72000122070312,47.91999816894531,138.77000427246094,48.209999084472656,3457800.0,800900.0
2019-03-01,131.2281494140625,47.537906646728516,139.1999969482422,47.88999938964844,140.0399932861328,48.060001373291016,138.63999938964844,47.689998626708984,139.30999755859375,47.81999969482422,3030000.0,969000.0
2019-03-04,130.50225830078125,47.26988983154297,138.42999267578125,47.619998931884766,140.0800018310547,47.869998931884766,137.1699981689453,47.22999954223633,139.99000549316406,47.779998779296875,3406900.0,1230900.0
2019-03-05,129.9837646484375,47.309600830078125,137.8800048828125,47.65999984741211,138.74000549316406,47.900001525878906,137.55999755859375,47.529998779296875,138.3699951171875,47.75,4250300.0,638300.0
2019-03-06,129.13528442382812,47.1805534362793,136.97999572753906,47.529998779296875,138.38999938964844,47.810001373291016,136.72000122070312,47.52000045776367,138.1199951171875,47.68000030517578,2768300.0,685400.0
2019-03-07,127.60807037353516,46.05886459350586,135.36000061035156,46.400001525878906,136.88999938964844,47.0,134.6300048828125,46.13999938964844,136.61000061035156,47.0,4358800.0,1360200.0
2019-03-08,127.353515625,45.6121711730957,135.08999633789062,45.95000076293945,135.24000549316406,46.0,133.5800018310547,45.189998626708984,134.2100067138672,45.279998779296875,3773600.0,1074100.0
2019-03-11,129.82350158691406,45.76106643676758,137.7100067138672,46.099998474121094,137.72999572753906,46.18000030517578,135.83999633789062,45.15999984741211,136.02999877929688,45.29999923706055,3939300.0,1555600.0
