2019-01-07,145.002685546875,1629.510009765625,147.92999267578125,1629.510009765625,148.8300018310547,1634.56005859375,145.89999389648438,1589.18994140625,148.6999969482422,1602.31005859375,54777800.0,7993200.0
2019-01-08,147.76686096191406,1656.5799560546875,150.75,1656.5799560546875,151.82000732421875,1676.6099853515625,148.52000427246094,1616.6099853515625,149.55999755859375,1664.68994140625,41025300.0,8881400.0
2019-01-09,150.2761993408203,1659.4200439453125,153.30999755859375,1659.4200439453125,154.52999877929688,1667.800048828125,149.6300048828125,1641.4000244140625,151.2899932861328,1652.97998046875,45099100.0,6348800.0
2019-01-10,150.75653076171875,1656.219970703125,153.8000030517578,1656.219970703125,153.97000122070312,1663.25,150.86000061035156,1621.6199951171875,152.5,1641.010009765625,35780700.0,6507700.0
2019-01-11,149.27638244628906,1640.56005859375,152.2899932861328,1640.56005859375,153.6999969482422,1660.2900390625,151.50999450683594,1636.219970703125,152.8800048828125,1640.550048828125,27023200.0,4686200.0
2019-01-14,147.03170776367188,1617.2099609375,150.0,1617.2099609375,151.27000427246094,1648.199951171875,149.22000122070312,1595.1500244140625,150.85000610351562,1615.0,32439200.0,6005900.0
2019-01-15,150.0409698486328,1674.56005859375,153.07000732421875,1674.56005859375,153.38999938964844,1675.1600341796875,150.0500030517578,1626.010009765625,150.27000427246094,1632.0,28710900.0,5998500.0
2019-01-16,151.87396240234375,1683.780029296875,154.94000244140625,1683.780029296875,155.8800048828125,1705.0,153.0,1675.8800048828125,153.0800018310547,1684.219970703125,30569700.0,6366900.0
2019-01-17,152.77574157714844,1693.219970703125,155.86000061035156,1693.219970703125,157.66000366210938,1700.1700439453125,153.25999450683594,1677.5,154.1999969482422,1680.0,29821200.0,4208900.0
2019-01-18,153.7167510986328,1696.199951171875,156.82000732421875,1696.199951171875,157.8800048828125,1716.199951171875,155.97999572753906,1691.5400390625,157.5,1712.0,33751000.0,6020500.0
2019-01-22,150.2664031982422,1632.1700439453125,153.3000030517578,1632.1700439453125,156.72999572753906,1681.8699951171875,152.6199951171875,1610.199951171875,156.41000366210938,1681.0,30394000.0,6416800.0
2019-01-23,150.87413024902344,1640.02001953125,153.9199981689453,1640.02001953125,155.13999938964844,1657.4300537109375,151.6999969482422,1612.0,154.14999389648438,1656.0,23130600.0,5225200.0
2019-01-24,149.67825317382812,1654.9300537109375,152.6999969482422,1654.9300537109375,154.47999572753906,1657.260009765625,151.74000549316406,1631.780029296875,154.11000061035156,1641.0699462890625,25441500.0,4089900.0
2019-01-25,154.63815307617188,1670.5699462890625,157.75999450683594,1670.5699462890625,158.1300048828125,1683.47998046875,154.32000732421875,1661.6099853515625,155.47999572753906,1670.5,33535500.0,4945900.0
2019-01-28,153.20704650878906,1637.8900146484375,156.3000030517578,1637.8900146484375,156.3300018310547,1645.0,153.66000366210938,1614.0899658203125,155.7899932861328,1643.5899658203125,26192100.0,4837700.0
2019-01-29,151.61907958984375,1593.8800048828125,154.67999267578125,1593.8800048828125,158.1300048828125,1632.3800048828125,154.11000061035156,1590.719970703125,156.25,1631.27001953125,41587200.0,4632800.0
